,ma_fast,ma_slow,end_value
0,12,14,16126.7
1,6,26,15222.4
2,11,14,14579.6
3,13,14,14550.0
4,6,24,13826.6
